0,3,Mascotas,20,Solicitud,Solicitud,1,NULL,NULL,NULL,NULL,0,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970
0,3,OPC,1,EMNumeroEmpleado,No. Empleado,1,NULL,NULL,NULL,NULL,0,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077
0,3,OPC,2,EMApellidoPaterno,Paterno,1,NULL,NULL,NULL,NULL,0,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077
0,3,OPC,3,EMApellidoMaterno,Materno,1,NULL,NULL,NULL,NULL,0,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077
0,3,OPC,4,Nombres,Nombres,1,NULL,NULL,NULL,NULL,0,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077
0,3,OPC,5,PADescripcion,Parentesco,1,NULL,NULL,NULL,NULL,0,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077
0,3,OPC,6,SEDescripcion,Sexo,1,NULL,NULL,NULL,NULL,0,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077
0,3,OPC,7,EMFechaNacimiento,Fecha de Nacimiento,1,NULL,NULL,NULL,NULL,0,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077
0,3,OPC,8,EMEdad,Edad,1,NULL,NULL,NULL,NULL,0,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077
0,3,OPC,9,SONumeroSolicitud,Solicitud,1,NULL,NULL,NULL,NULL,0,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077
0,3,OPC,10,EMFechaIngresoEmpresa,EMFechaIngresoEmpresa,1,NULL,NULL,NULL,NULL,0,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077
0,3,OPC,11,EmSalariobase,EMSalarioBase,1,NULL,NULL,NULL,NULL,0,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077
0,3,OPC,12,PrimaNeta,PrimaNeta,1,NULL,NULL,NULL,NULL,0,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077
0,3,OPC,13,Costo,Costo,1,NULL,NULL,NULL,NULL,0,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077
0,3,OPC,14,EMOFicina,EMOFicina,1,NULL,NULL,NULL,NULL,0,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077,NULL,2026-02-13 21:19:16.077
